ID,GUID,createdtweet,DateLocal,idtweet,usertweet,TweetMsg,SearchParameter,retweeted,retweet_count,lang
239,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:27,2020-09-03 23:31:27,1301739628492251138,gloria desalvo,"RT @ProudSocialist: If @JoeBiden loses it will not be the fault of leftist, independent, or youth voters. It will be the fault of Biden for…",JoeBiden,0,98,en
240,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:27,2020-09-03 23:31:27,1301739628412559361,allthatglitterz,This is exactly what our American heroes in the military deserve. Joe knows the sacrifices it takes having had Beau… https://t.co/FyoDWVjTOA,JoeBiden,0,0,en
241,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:27,2020-09-03 23:31:27,1301739627531759616,Navi Wolf,"RT @ChrisDJackson: After weeks of goating @JoeBiden to go to Kenosha, a total of zero networks are covering the event there.

What a joke.",JoeBiden,0,2949,en
242,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:26,2020-09-03 23:31:26,1301739626365771781,Bruce Berg,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4225,en
243,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:26,2020-09-03 23:31:26,1301739626311294976,Gary,"RT @9NEWSNANCY: Jacob Blake Sr. Has Long History of Racist, Antisemitic, Anti-Christian Posts; Meets today #JoeBiden
#JacobBlake #Rapist #R…",JoeBiden,0,205,en
244,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:26,2020-09-03 23:31:26,1301739624969232384,J Silver,"RT @grandmagrit: Who else likes @JoeBiden's idea of live, on screen, fact checks during the debates?",JoeBiden,0,4016,en
245,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:26,2020-09-03 23:31:26,1301739623878549512,Lady of the Tweets,"RT @TeamJoe: What’s happening in this country is an awakening. 
 
Centuries of systemic racism and oppression.
 
Every day the #BidenHarris…",JoeBiden,0,221,en
246,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:25,2020-09-03 23:31:25,1301739622024658945,WrightOnTheIssues,RT @toddstarnes: Multiple anonymous sources say @JoeBiden has been diagnosed with a life-changing medical condition that could result him i…,JoeBiden,0,1050,en
247,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:25,2020-09-03 23:31:25,1301739621194268673,CChit,@JoeBiden @alimor999 The best way to have their back is by not continuing never ending for profit wars &amp; recruiting… https://t.co/rLW1cYjeMJ,JoeBiden,0,0,en
248,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:25,2020-09-03 23:31:25,1301739620586196993,Suburban Warrior,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1348,en
249,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:25,2020-09-03 23:31:25,1301739620225351681,T Garcia,"RT @ChrisDJackson: You know who respects our veterans? @JoeBiden.

Pass it on. https://t.co/9sRRt18xbq",JoeBiden,0,3620,en
250,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:24,2020-09-03 23:31:24,1301739617255927809,neumonic,"@JoeBiden Is that why you met with Jacob Blake, Sr. - a racist, Farrakhan loving, anti-Semite?  Great role model for your campaign!",JoeBiden,0,0,en
251,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739614709968897,John Sheppard,"@JoeBiden Since Trump is skittish over the sight of wounded warriors, we should fill the debate hall with wounded w… https://t.co/0Af2zXDqhp",JoeBiden,0,0,en
252,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739614458187776,DeanCompass,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12827,en
253,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739613652946944,#TrumpTypical,"RT @grandmagrit: Who else likes @JoeBiden's idea of live, on screen, fact checks during the debates?",JoeBiden,0,4016,en
254,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739613556441089,Truth Is Life,"RT @superyayadize: Starting to see the wisdom in @realDonaldTrump suggesting he &amp; @JoeBiden be drug tested.

Check the needle holes in his…",JoeBiden,0,2929,en
255,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739613388640257,OldGrayOne,@HerschelWalker @JoeBiden @POTUS @FoxNews @CNN I have felt so much grief for the families of the victim of the assa… https://t.co/knuEj4zoXH,JoeBiden,0,0,en
256,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739612365234176,Dominic C,@AugustEve2012 @CoryBooker @JoeBiden Thank you. Wonder why that's not promoted more?,JoeBiden,0,0,en
257,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739611639742466,DrConservaMom🇺🇸🐸🌐,RT @ConservaMomUSA: It should concern American women-&amp; those who love them-that @JoeBiden spent the day in #Kenosha pandering 2 black voter…,JoeBiden,0,504,en
258,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:23,2020-09-03 23:31:23,1301739611614523392,keith,"RT @KamalaHarris: Everyone wants schools to reopen, but we must prioritize the safety of our students, educators, staff, and families. 

In…",JoeBiden,0,2800,en
259,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739610377039873,Adorable1I❤❌,RT @IsraelCruz4NY: The Press (@CNN @MSNBC @nytimes @ABC @CBSNews @NPR @YahooNews @Google etc vs @realDonaldTrump: Volume Three (The Charlot…,JoeBiden,0,30,en
260,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739609324425217,EPBerg,@JoeBiden You’re a desperate liar.,JoeBiden,0,0,en
261,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739609324285953,Evie,"@jelle_simons @JoeBiden Let's be very clear. This is 100% Democrats rioting, looting, and assulting innocent people… https://t.co/lHAGOiAJyB",JoeBiden,0,0,en
262,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739609248784384,rita everstine,"RT @ChrisDJackson: You know who respects our veterans? @JoeBiden.

Pass it on. https://t.co/9sRRt18xbq",JoeBiden,0,3620,en
263,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739608733081600,oski glapsvin,RT @aubrey_huff: .@JoeBiden is going to meet with Jacob Blake’s family on his visit to Wisconsin. I wonder if he will visit the woman’s fam…,JoeBiden,0,12197,en
264,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739608326066179,Conservatives build & unite. Dems destroy & divide,RT @RodneyEvans: Could somebody tell me why the main stream media( @CNNPolitics @ABC @NBCNews @CBSNews @MSNBC ) is not fact checking @JoeBi…,JoeBiden,0,228,en
265,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739608267468801,Alley Cat is Home,RT @hey_ray42: @mammaTam55 @LLaws2 @thomasholleran @obx_lisa @TheTobster111 @briankohle1 @REALgjzig @previouslife17 @BigTinyBird @myWitsEnn…,JoeBiden,0,7,en
266,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:22,2020-09-03 23:31:22,1301739607000743937,Andrew J Dorony,"@ProudSocialist @JoeBiden @BernieSanders @joebiden needs all our help, even yours, that's what I've asked of you?… https://t.co/rdm5paae3B",JoeBiden,0,0,en
267,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:21,2020-09-03 23:31:21,1301739606111592448,Anthony,RT @tedcruz: Pssst....Joe......you’re the one saying shut them all down!,JoeBiden,0,6162,en
268,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:21,2020-09-03 23:31:21,1301739605813854208,Fifiking⭐️⭐️⭐️,@ccbugggg @MAGASpudKAG @JoeBiden Because the support him,JoeBiden,0,0,en
269,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:21,2020-09-03 23:31:21,1301739604228235264,Evan Graham,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12827,en
270,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:21,2020-09-03 23:31:21,1301739603544518656,J Silver,"RT @kenolin1: Before @JoeBiden agrees to debate @realDonaldTrump he should insist @ddale8 be on split-screen, fact checking in real time.",JoeBiden,0,63,en
271,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739601862647809,Arewethereyet,"All of this! 👇👇👇
This alone demonstrates the difference between a person of integrity and honor @JoeBiden and someo… https://t.co/fAoZLoxhoP",JoeBiden,0,0,en
272,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739601774739458,Bryonny⚔️CrossfireBoomerang⚔️,"RT @PeterHi32200905: @JoeBiden Mind Is Gravy !
As Anyone Can See
Trump Will Win🇺🇸With Ease
#KAG2020

Joe's Mind Is Gravy
He Can Barely Stan…",JoeBiden,0,82,en
273,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739601728471040,Kare,RT @chipfranklin: Raise your hand if you agree with @JoeBiden that there should be on screen fact checks during the debates. 🙋‍♂️,JoeBiden,0,4575,en
274,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739601489530880,Tab Smith,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4226,en
275,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739600453476352,ShopLebanon,RT @JoeBiden: The only thing this president has done alone is fail America. https://t.co/Jx2FDe3bTe,JoeBiden,0,22110,en
276,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739600210206720,Screenname,@BrianMBarwick @byHeatherLong @JoeBiden They won’t.,JoeBiden,0,0,en
277,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739599899762688,Fabian Rodriguez,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4226,en
278,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739599534985216,Knocker 🌊,"@dmdemers @JoeBiden @KamalaHarris @harrisonjaime @LindseyGrahamSC I hope so, NC votes beginning Oct. 15 I think!",JoeBiden,0,0,en
279,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:20,2020-09-03 23:31:20,1301739599132332032,Dani Trump 2020,"RT @superyayadize: Starting to see the wisdom in @realDonaldTrump suggesting he &amp; @JoeBiden be drug tested.

Check the needle holes in his…",JoeBiden,0,2930,en
280,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:19,2020-09-03 23:31:19,1301739597324402688,Least Significant Bit,"@DianaWr48476186 @Pathfinder1963 @JoeBiden Yes, and this is the Dems' pick for V.P.  I doubt any input from Joe imp… https://t.co/KjVXtKIQVR",JoeBiden,0,0,en
281,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:19,2020-09-03 23:31:19,1301739596879814661,Rosamelle Trozzo🌹🇲🇽,@gregjvh @belensisaw @JoeBiden @KamalaHarris @TeamJoe @schultzohio @DrBiden Perhaps start by not using the term Lat… https://t.co/QQaTLFqbFb,JoeBiden,0,0,en
282,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:19,2020-09-03 23:31:19,1301739594921046016,🌊 Kat Kaldis 8️⃣6️⃣4️⃣5️⃣1️⃣1️⃣0️⃣3️⃣2️⃣0️⃣,"@MarkMeadows @realDonaldTrump Yet #Trump threatened to disown his son @DonaldJTrumpJr if he joined @USArmy and

Put… https://t.co/d4mTOLH38T",JoeBiden,0,0,en
283,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:19,2020-09-03 23:31:19,1301739594325602306,Clean R,"After rattling off nonsense as usual, @JoeBiden says he’s not gonna lay it out now “because they’ll shoot me.”… https://t.co/Qz4yqLBmMZ",JoeBiden,0,0,en
284,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:18,2020-09-03 23:31:18,1301739592647757826,Vernon1402,"@JoeBiden Not a chance.
#Biden2020",JoeBiden,0,0,en
285,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:18,2020-09-03 23:31:18,1301739591435726848,Mattius,RT @downforthejava: @thehill Laughable. @joebiden wrote the bill and overzealous pot cop @KamalaHarris locked them up! https://t.co/nrFy7Ic…,JoeBiden,0,4,en
286,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:17,2020-09-03 23:31:17,1301739588336209925,DrConservaMom🇺🇸🐸🌐,"RT @ConservaMomUSA: While @JoeBiden pandered to #BLM/Antifa terrorists before a handful of of folks in #Kenosha, Air Force One just landed…",JoeBiden,0,1115,en
287,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:17,2020-09-03 23:31:17,1301739588076019712,🇺🇸 Immigrant Patriot 🇺🇸,@Jali_Cat @JoeBiden The fact that millions of people will vote for Biden because they hate Trump is even more pathetic,JoeBiden,0,0,en
288,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:17,2020-09-03 23:31:17,1301739586184306689,ken stephens,@JoeBiden They would be if your partys governors  didn't keep their states locked down...stop flip flopping...,JoeBiden,0,0,en
289,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:17,2020-09-03 23:31:17,1301739585542729729,Biden|Harris 2020 ✊🏾💛🐝,"RT @JTHVerhovek: .@JoeBiden greets supporters in Wauwatosa, WI https://t.co/NOhV33fzAf",JoeBiden,0,2148,nl
290,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:16,2020-09-03 23:31:16,1301739582812233729,Renee',"RT @ArmedPatriot45: #Biden spoke to #JacobBlake &amp; his family, praising his ""resilience &amp; optimism,"" in a #Kenosha visit.

Remember that tim…",JoeBiden,0,29,en
291,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739581302243329,Steven Diaz,"RT @KamalaHarris: Everyone wants schools to reopen, but we must prioritize the safety of our students, educators, staff, and families. 

In…",JoeBiden,0,2800,en
292,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739581226663946,I'm still with all the hers...plus Joe,"RT @KaivanShroff: .@JOEBIDEN: “If the revelations [of Trump bashing veterans] are true, then they are yet another marker of how deeply Pres…",JoeBiden,0,223,en
293,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739580836769793,Robyn Burke,"RT @RonaldKlain: And if you want an in depth view of @JoeBiden and his regard for our troops, there's this video:

https://t.co/1TtyyTsVW0",JoeBiden,0,92,en
294,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739580324941824,Mary-Ann Trippet,"RT @gregolear: Biden is acting like he's already the president, which is easy to do when the actual president is on the golf course or hidi…",JoeBiden,0,577,en
295,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739578974334982,Ty Yee,@superyayadize @darhar981 @realDonaldTrump @JoeBiden Adrenaline,JoeBiden,0,0,it
296,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:15,2020-09-03 23:31:15,1301739578533924868,Lopez🕊,"RT @BradBeauregardJ: This is a new ad from #TeamJoe titled ""Be Not Afraid""

We need a true law and order President who will unite America.…",JoeBiden,0,101,en
297,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739575170052096,RedLola2017,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12828,en
298,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739575161753600,Tracy Lou,"RT @thematthill: .@JoeBiden responds to today's report in the @TheAtlantic about Trump and our country's troops &gt;&gt;

""And if I have the hono…",JoeBiden,0,434,en
299,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739575157510145,Jules32566 #RESIST,This is why I'm voting for @JoeBiden https://t.co/5CorYVT0Mr,JoeBiden,0,0,en
300,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739575002501120,Myles 🥁💛🐝,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1348,en
301,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739573647605760,Andres Escalante,"RT @RsAndIs4Biden: Today, we announce our coalition of the decent. We are proud Republicans and right-leaning indepdendents ready to defeat…",JoeBiden,0,8497,en
302,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:14,2020-09-03 23:31:14,1301739573547085824,Trump 2020,RT @TheAgeOfStone: What in the holy hell is @JoeBiden doing??? #TheMoreYouJoe #ThisGuyIsADisaster #Trump2020 https://t.co/9Htjacf8Nn,JoeBiden,0,92,en
303,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:13,2020-09-03 23:31:13,1301739572888436738,Colorado Springs,"@AldredgeDelarge @toddstarnes @JoeBiden @TheAtlantic You know how the interwebz is, Some woman posted a video earli… https://t.co/uTM0TfjIS1",JoeBiden,0,0,en
304,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:13,2020-09-03 23:31:13,1301739571324035072,Duke the,RT @tedcruz: Pssst....Joe......you’re the one saying shut them all down!,JoeBiden,0,6163,en
305,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:12,2020-09-03 23:31:12,1301739568673165313,Amelia,"RT @KamalaHarris: As @JoeBiden said, the shots fired at Jacob Blake pierced the soul of our nation.

We see the pain and hurt of yet anothe…",JoeBiden,0,6357,en
306,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:12,2020-09-03 23:31:12,1301739567549157377,QDALLAS,"RT @BreitbartNews: ""People fear that's, which, that which is different. We gotta, for example, why in God's name don't we teach history in…",JoeBiden,0,1183,en
307,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:12,2020-09-03 23:31:12,1301739565078769665,Chester Ward,"@ProudSocialist @JoeBiden @DNC But will the base ever “lock her up?” 

#Hillary

#takingforever",JoeBiden,0,0,en
308,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:12,2020-09-03 23:31:12,1301739564759834626,"Jhill ""Get in GOOD trouble"" Perran 🦋🦁😷","RT @KaivanShroff: NEW: @JoeBiden, “If I have the honor of serving as the next commander in chief, I will ensure that our American heroes kn…",JoeBiden,0,682,en
309,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:11,2020-09-03 23:31:11,1301739562276773888,Rick,@MEL2AUSA @JoeBiden White Anglo festival,JoeBiden,0,0,en
310,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:11,2020-09-03 23:31:11,1301739561614147584,Yankeedoodler,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4227,en
311,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739560007680002,JC,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12829,en
312,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739559818948611,Catherine,@GeorgeJ04581326 @chicagosmayor @realDonaldTrump @JoeBiden @SpeakerPelosi @NYCMayor @senatemajldr @RandPaul… https://t.co/qhL6g4H4Gt,JoeBiden,0,0,en
313,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739559504482304,🇺🇸 ScubaBebe🇺🇸 ⭐️⭐️⭐️🇺🇸,RT @Stephe96: My condolences to @JoeBiden and @KamalaHarris for their loss. https://t.co/RUXsjaBUH2,JoeBiden,0,43,en
314,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739559428878336,Cleisthenese,"@odwyer_rachel @MSpicuzzaMJS @JoeBiden We got a lot of work to do
https://t.co/5sh2z9JxOF",JoeBiden,0,0,en
315,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739556203409417,katherineislay,RT @JoeBiden: We need a president who will work to lower the temperature — not raise it. A president who will bring people together and fin…,JoeBiden,0,7181,en
316,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:10,2020-09-03 23:31:10,1301739556199227392,Tim Totter,"Does anyone out there know a single person that is racist? If racism exists, it is very rare. https://t.co/oZbpTQ4CQ4",JoeBiden,0,0,en
317,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:09,2020-09-03 23:31:09,1301739553670270976,Tina Tourettes,RT @CaldronPool: This was their attempt... https://t.co/YSbWeHNmON,JoeBiden,0,5,en
318,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:09,2020-09-03 23:31:09,1301739553598906368,LoveMyCountry!,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12829,en
319,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:09,2020-09-03 23:31:09,1301739553204572160,J T,"RT @CoryBooker: The polls may show @JoeBiden in the lead now, but don't get complacent for one second. We need to keep fighting until every…",JoeBiden,0,6883,en
320,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:08,2020-09-03 23:31:08,1301739551304507392,"Summertime, and the livin's Ordy","RT @Choose_2020: Breaking news.  Multiple anonymous sources have confirmed that @JoeBiden is incapable of taking direct, unscripted questio…",JoeBiden,0,2,en
321,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:08,2020-09-03 23:31:08,1301739550910291969,L H,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12829,en
322,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:08,2020-09-03 23:31:08,1301739549123440646,Dan Davis,RT @kimKBaltimore: My favorite part about getting Trump’s endorsement is reading the comments claiming Trump only did it because I am black…,JoeBiden,0,29019,en
323,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:07,2020-09-03 23:31:07,1301739546648870912,Jeana,"RT @superyayadize: Starting to see the wisdom in @realDonaldTrump suggesting he &amp; @JoeBiden be drug tested.

Check the needle holes in his…",JoeBiden,0,2931,en
324,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:07,2020-09-03 23:31:07,1301739546321747970,Still Water,@LadyRedWave @JoeBiden Looks like it was in for a few days too.,JoeBiden,0,0,en
325,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:07,2020-09-03 23:31:07,1301739546103615489,joshua joshua,@JoeBiden If you don't support Medicare For All then you are going to lose. Value people more than profit for once.… https://t.co/c4lLbkaJxD,JoeBiden,0,0,en
326,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:07,2020-09-03 23:31:07,1301739545281679360,Jill,RT @ChrisDJackson: @realDonaldTrump @TheJusticeDept @FBI Maybe you should listen to @JoeBiden. https://t.co/g2exZPIptE,JoeBiden,0,7,en
327,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739543243051008,Klas Monni,@NikitaMelik @ForbesTech @JoeBiden Actually it was Trump who said that.,JoeBiden,0,0,en
328,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739542584598528,Moe DeLonn,"RT @seandulac: @toddstarnes @JoeBiden @TheAtlantic According to my sources, The Atlantic are Russian agents working for the Communist Chine…",JoeBiden,0,4,en
329,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739542328868864,noneejudi 420**VOTE** Wear a Mask - KEEP VA BLUE,"RT @TruthsOverTrump: There is one presidential candidate who respects our military, who fights for our troops &amp; their families, whose son s…",JoeBiden,0,226,en
330,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739542009921544,Wild Orca,"RT @9NEWSNANCY: Jacob Blake Sr. Has Long History of Racist, Antisemitic, Anti-Christian Posts; Meets today #JoeBiden
#JacobBlake #Rapist #R…",JoeBiden,0,205,en
331,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739540667797504,😇📎,"RT @KaivanShroff: NEW: @JoeBiden, “If I have the honor of serving as the next commander in chief, I will ensure that our American heroes kn…",JoeBiden,0,682,en
332,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739540261081088,Gladys R. Bates 🇨🇦🇨🇦🇨🇦🇨🇦,RT @kyle_teamjoe: Omg this video just put a HUGE smile on my face! We love @JoeBiden!  https://t.co/igN4uGpfom,JoeBiden,0,1098,en
333,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:06,2020-09-03 23:31:06,1301739539824693248,Jay,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1349,en
334,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:05,2020-09-03 23:31:05,1301739537404624897,🌸Ivy🌸 - #ByeDon2020 🌊💙🇺🇸🇵🇷🏝🐱🗽✈♐,@kenolin1 @JoeBiden @realDonaldTrump @ddale8 Yes! I second this motion! Sorry @ddale8 but you're the best and the only right choice😉,JoeBiden,0,0,en
335,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:04,2020-09-03 23:31:04,1301739534967877632,Brad Beauregard Jr 🇺🇸,"RT @Analisa_Swan: #Tre45on calls those making the ultimate sacrifice to our nation, people wounded in war, who served our nation in uniform…",JoeBiden,0,18,en
336,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:31:04,2020-09-03 23:31:04,1301739534124822528,Ailyn,RT @IngrahamAngle: Joe wants America shut down until “we defeat the virus.” Moronic.  And this thinking is what has these poor kids staring…,JoeBiden,0,620,en
